Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID
160010383,E05,16000071,01/01/2016,12/31/2015,01/01/2016 01:23:37 AM,01/01/2016 01:25:05 AM,01/01/2016 01:26:57 AM,01/01/2016 01:26:57 AM,01/01/2016 01:29:14 AM,,,No Merit,01/01/2016 01:29:19 AM,FELL ST/LAGUNA ST,San Francisco,94102,B02,36,3314,3,3,3,true,Fire,1,ENGINE,1,2,5,Hayes Valley,160010383-E05
160011724,D2,16000304,01/01/2016,01/01/2016,01/01/2016 11:14:53 AM,01/01/2016 11:16:50 AM,01/01/2016 11:19:56 AM,01/01/2016 11:20:26 AM,01/01/2016 11:23:35 AM,,,Fire,01/01/2016 11:29:35 AM,3400 Block of GEARY BLVD,San Francisco,94118,B07,10,4453,3,3,3,false,Alarm,1,CHIEF,3,7,1,Lone Mountain/USF,160011724-D2
160012238,T16,16000357,01/01/2016,01/01/2016,01/01/2016 02:13:12 PM,01/01/2016 02:14:00 PM,01/01/2016 02:14:13 PM,01/01/2016 02:14:59 PM,01/01/2016 02:17:32 PM,,,Fire,01/01/2016 02:22:00 PM,2300 Block of FILBERT ST,San Francisco,94123,B04,16,3611,3,3,3,false,Alarm,1,TRUCK,1,4,2,Marina,160012238-T16
160010712,D2,16000143,01/01/2016,12/31/2015,01/01/2016 02:42:19 AM,01/01/2016 02:42:43 AM,01/01/2016 02:43:34 AM,01/01/2016 02:45:10 AM,,,,Fire,01/01/2016 02:52:22 AM,500 Block of 28TH AVE,San Francisco,94121,B07,14,7226,3,3,3,false,Alarm,1,CHIEF,6,7,1,Outer Richmond,160010712-D2
160010518,BS01,16000104,01/01/2016,12/31/2015,01/01/2016 01:54:35 AM,01/01/2016 01:56:06 AM,01/01/2016 01:57:14 AM,01/01/2016 02:10:41 AM,01/01/2016 02:10:41 AM,01/01/2016 02:32:18 AM,01/01/2016 02:32:22 AM,Code 2 Transport,01/01/2016 03:03:20 AM,300 Block of HAYES ST,San Francisco,94102,B02,36,3265,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Hayes Valley,160010518-BS01
160013465,52,16000493,01/01/2016,01/01/2016,01/01/2016 08:27:45 PM,01/01/2016 08:30:25 PM,01/01/2016 08:30:40 PM,01/01/2016 08:30:49 PM,01/01/2016 08:50:17 PM,,,Unable to Locate,01/01/2016 08:58:49 PM,2000 Block of MARKET ST,San Francisco,94114,B02,06,5213,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Castro/Upper Market,160013465-52
160012013,E36,16000333,01/01/2016,01/01/2016,01/01/2016 01:10:48 PM,01/01/2016 01:10:48 PM,01/01/2016 01:11:18 PM,01/01/2016 01:12:52 PM,,,,Code 2 Transport,01/01/2016 01:56:40 PM,HAYES ST/LAGUNA ST,San Francisco,94102,B02,36,3413,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,5,Hayes Valley,160012013-E36
160011449,E05,16000258,01/01/2016,01/01/2016,01/01/2016 09:17:08 AM,01/01/2016 09:17:08 AM,01/01/2016 09:36:20 AM,01/01/2016 09:37:24 AM,01/01/2016 09:38:57 AM,,,Code 2 Transport,01/01/2016 10:01:03 AM,1100 Block of FILLMORE ST,San Francisco,94115,B05,05,3535,2,2,2,true,Non Life-threatening,1,ENGINE,2,5,5,Western Addition,160011449-E05
160010771,PT102,16000152,01/01/2016,12/31/2015,01/01/2016 02:56:16 AM,01/01/2016 02:57:39 AM,01/01/2016 02:59:33 AM,01/01/2016 03:00:16 AM,01/01/2016 03:23:28 AM,01/01/2016 03:23:31 AM,01/01/2016 03:40:21 AM,Code 2 Transport,01/01/2016 04:20:14 AM,200 Block of VERNON ST,San Francisco,94132,B09,33,8411,2,3,3,false,Non Life-threatening,1,PRIVATE,2,9,11,Oceanview/Merced/Ingleside,160010771-PT102
160010607,E01,16000124,01/01/2016,12/31/2015,01/01/2016 02:16:36 AM,01/01/2016 02:19:23 AM,01/01/2016 02:26:46 AM,01/01/2016 02:26:46 AM,01/01/2016 02:26:46 AM,,,Code 2 Transport,01/01/2016 02:59:37 AM,300 Block of POWELL ST,San Francisco,94102,B01,01,1362,2,2,2,true,Non Life-threatening,1,ENGINE,1,1,3,Tenderloin,160010607-E01
160011629,E11,16000287,01/01/2016,01/01/2016,01/01/2016 10:26:19 AM,01/01/2016 10:28:31 AM,01/01/2016 10:28:46 AM,01/01/2016 10:30:12 AM,01/01/2016 10:31:27 AM,,,Code 2 Transport,01/01/2016 10:35:33 AM,3300 Block of 26TH ST,San Francisco,94110,B06,11,5613,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,160011629-E11
160010864,E41,16000166,01/01/2016,12/31/2015,01/01/2016 03:28:13 AM,01/01/2016 03:28:13 AM,01/01/2016 03:28:54 AM,01/01/2016 03:30:16 AM,01/01/2016 03:32:24 AM,,,Fire,01/01/2016 03:41:26 AM,800 Block of GEARY ST,San Francisco,94109,B04,03,1556,3,3,3,false,Fire,1,ENGINE,1,4,6,Tenderloin,160010864-E41
160013747,E41,16000526,01/01/2016,01/01/2016,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,,,Code 2 Transport,01/01/2016 10:26:21 PM,BUSH ST/POLK ST,San Francisco,94109,B01,03,1636,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,4,3,Nob Hill,160013747-E41
160011194,AM02,16000217,01/01/2016,12/31/2015,01/01/2016 06:33:11 AM,01/01/2016 06:33:11 AM,01/01/2016 06:33:56 AM,01/01/2016 06:36:28 AM,01/01/2016 06:40:14 AM,01/01/2016 06:50:18 AM,01/01/2016 07:20:53 AM,Code 2 Transport,01/01/2016 07:54:42 AM,0 Block of EVERGLADE DR,San Francisco,94132,B08,19,8811,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Sunset/Parkside,160011194-AM02
160011168,E43,16000212,01/01/2016,12/31/2015,01/01/2016 06:15:53 AM,01/01/2016 06:17:28 AM,01/01/2016 06:18:11 AM,01/01/2016 06:19:52 AM,01/01/2016 06:23:24 AM,,,Code 2 Transport,01/01/2016 06:34:32 AM,0 Block of BROOKDALE AVE,San Francisco,94134,B09,43,6243,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,10,Visitacion Valley,160011168-E43
160010534,E28,16000107,01/01/2016,12/31/2015,01/01/2016 02:00:05 AM,01/01/2016 02:01:11 AM,01/01/2016 02:01:49 AM,01/01/2016 02:03:12 AM,01/01/2016 02:07:01 AM,,,Patient Declined Transport,01/01/2016 02:17:48 AM,WASHINGTON ST/HOTALING PL,San Francisco,94111,B01,13,1211,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,160010534-E28
160010334,53,16000059,01/01/2016,12/31/2015,01/01/2016 01:11:17 AM,01/01/2016 01:13:37 AM,01/01/2016 01:17:58 AM,01/01/2016 01:18:23 AM,01/01/2016 01:23:21 AM,01/01/2016 01:41:08 AM,01/01/2016 02:11:25 AM,Code 2 Transport,01/01/2016 02:44:40 AM,200 Block of FOLSOM ST,San Francisco,94105,B03,35,2117,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Financial District/South Beach,160010334-53
160012236,E05,16000356,01/01/2016,01/01/2016,01/01/2016 02:12:11 PM,01/01/2016 02:13:18 PM,01/01/2016 02:13:39 PM,01/01/2016 02:14:29 PM,01/01/2016 02:16:20 PM,,,Fire,01/01/2016 02:56:11 PM,MCALLISTER ST/PIERCE ST,San Francisco,94115,B05,05,3642,3,3,3,true,Fire,1,ENGINE,1,5,5,Western Addition,160012236-E05
160011081,RC1,16000196,01/01/2016,12/31/2015,01/01/2016 05:10:34 AM,01/01/2016 05:11:44 AM,01/01/2016 05:13:41 AM,01/01/2016 05:16:27 AM,01/01/2016 05:20:29 AM,,,Medical Examiner,01/01/2016 05:49:58 AM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,6,Tenderloin,160011081-RC1
160010987,60,16000183,01/01/2016,12/31/2015,01/01/2016 04:24:12 AM,01/01/2016 04:25:12 AM,01/01/2016 04:35:19 AM,01/01/2016 04:36:17 AM,01/01/2016 04:41:23 AM,01/01/2016 04:58:44 AM,01/01/2016 05:02:39 AM,Code 2 Transport,01/01/2016 05:27:12 AM,1600 Block of PINE ST,San Francisco,94109,B04,38,3224,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,2,Western Addition,160010987-60
160010298,70,16000050,01/01/2016,12/31/2015,01/01/2016 01:03:57 AM,01/01/2016 01:05:54 AM,01/01/2016 01:24:27 AM,01/01/2016 01:24:36 AM,01/01/2016 01:30:29 AM,01/01/2016 02:02:13 AM,01/01/2016 02:02:15 AM,Code 2 Transport,01/01/2016 02:23:54 AM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,01,1454,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,160010298-70
160011500,E21,16000266,01/01/2016,01/01/2016,01/01/2016 09:36:03 AM,01/01/2016 09:36:03 AM,01/01/2016 09:36:32 AM,01/01/2016 09:37:38 AM,01/01/2016 09:40:19 AM,,,Code 2 Transport,01/01/2016 09:40:35 AM,MASONIC AV/HAIGHT ST,San Francisco,94117,B05,21,4466,3,3,3,false,Potentially Life-Threatening,1,ENGINE,2,5,5,Haight Ashbury,160011500-E21
160012288,E11,16000362,01/01/2016,01/01/2016,01/01/2016 02:27:37 PM,01/01/2016 02:28:13 PM,01/01/2016 02:28:37 PM,01/01/2016 02:29:38 PM,01/01/2016 02:34:18 PM,,,Medical Examiner,01/01/2016 02:43:52 PM,1000 Block of DOLORES ST,San Francisco,94114,B06,11,5513,E,E,3,true,Potentially Life-Threatening,1,ENGINE,3,6,8,Noe Valley,160012288-E11
160012831,KM05,16000425,01/01/2016,01/01/2016,01/01/2016 05:11:29 PM,01/01/2016 05:11:29 PM,01/01/2016 05:11:52 PM,01/01/2016 05:12:13 PM,01/01/2016 05:25:30 PM,,,No Merit,01/01/2016 05:41:39 PM,PERU AV/VALMAR TR,San Francisco,94112,B09,43,6153,2,2,2,false,Non Life-threatening,1,PRIVATE,1,9,11,Excelsior,160012831-KM05
160013878,57,16000540,01/01/2016,01/01/2016,01/01/2016 10:52:36 PM,01/01/2016 10:57:28 PM,01/01/2016 11:00:18 PM,01/01/2016 11:00:44 PM,01/01/2016 11:11:50 PM,01/01/2016 11:29:40 PM,01/01/2016 11:46:48 PM,Code 2 Transport,01/02/2016 12:41:39 AM,DIAMOND ST/BOSWORTH ST,San Francisco,94131,B09,26,8261,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,8,Glen Park,160013878-57
160011603,E42,16000284,01/01/2016,01/01/2016,01/01/2016 10:18:51 AM,01/01/2016 10:20:08 AM,01/01/2016 10:20:52 AM,01/01/2016 10:22:25 AM,01/01/2016 10:29:30 AM,,,Fire,01/01/2016 10:29:53 AM,100 Block of AVENUE C,San Francisco,94130,B10,42,6373,3,3,3,true,Fire,1,ENGINE,2,None,6,Treasure Island,160011603-E42
160011645,E01,16000292,01/01/2016,01/01/2016,01/01/2016 10:30:15 AM,01/01/2016 10:34:35 AM,01/01/2016 10:34:40 AM,01/01/2016 10:35:44 AM,01/01/2016 10:37:45 AM,,,Fire,01/01/2016 10:44:34 AM,900 Block of HARRISON ST,San Francisco,94107,B03,08,2243,3,3,3,true,Alarm,1,ENGINE,1,3,6,South of Market,160011645-E01
160013376,T16,16000476,01/01/2016,01/01/2016,01/01/2016 07:55:15 PM,01/01/2016 07:55:15 PM,01/01/2016 07:55:24 PM,01/01/2016 07:56:32 PM,01/01/2016 07:57:43 PM,,,Fire,01/01/2016 07:57:46 PM,FILLMORE ST/CHESTNUT ST,San Francisco,94123,B04,16,3554,3,3,3,false,Alarm,1,TRUCK,2,4,2,Marina,160013376-T16
160010325,75,16000055,01/01/2016,12/31/2015,01/01/2016 01:11:07 AM,01/01/2016 01:12:05 AM,01/01/2016 01:14:04 AM,01/01/2016 01:14:10 AM,01/01/2016 01:18:08 AM,01/01/2016 01:56:01 AM,,Code 2 Transport,01/01/2016 01:56:05 AM,3200 Block of MISSION ST,San Francisco,94110,B06,32,5625,3,E,3,true,Potentially Life-Threatening,1,MEDIC,1,6,9,Bernal Heights,160010325-75
160013933,E06,16000545,01/01/2016,01/01/2016,01/01/2016 11:19:12 PM,01/01/2016 11:21:54 PM,01/01/2016 11:22:06 PM,01/01/2016 11:23:35 PM,01/01/2016 11:24:48 PM,,,Fire,01/01/2016 11:37:24 PM,400 Block of DUBOCE AVE,San Francisco,94117,B02,06,3525,3,3,3,true,Alarm,1,ENGINE,2,5,8,Hayes Valley,160013933-E06
160012684,B09,16000408,01/01/2016,01/01/2016,01/01/2016 04:26:12 PM,01/01/2016 04:27:41 PM,01/01/2016 04:30:50 PM,01/01/2016 04:32:02 PM,01/01/2016 04:35:14 PM,,,Fire,01/01/2016 04:39:37 PM,5700 Block of MISSION ST,San Francisco,94112,B09,33,6212,3,3,3,false,Alarm,1,CHIEF,3,9,11,Outer Mission,160012684-B09
160013878,RC3,16000540,01/01/2016,01/01/2016,01/01/2016 10:52:36 PM,01/01/2016 10:57:28 PM,01/01/2016 11:26:02 PM,01/01/2016 11:26:38 PM,,,,Code 2 Transport,01/02/2016 12:21:37 AM,DIAMOND ST/BOSWORTH ST,San Francisco,94131,B09,26,8261,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,3,9,8,Glen Park,160013878-RC3
160012858,E13,16000430,01/01/2016,01/01/2016,01/01/2016 05:17:49 PM,01/01/2016 05:19:25 PM,01/01/2016 05:19:54 PM,01/01/2016 05:20:40 PM,,,,No Merit,01/01/2016 05:24:50 PM,BAY ST/MASON ST,San Francisco,94133,B01,28,1425,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,1,3,North Beach,160012858-E13
160010210,E09,16000034,01/01/2016,12/31/2015,01/01/2016 12:45:36 AM,01/01/2016 12:46:24 AM,01/01/2016 12:46:58 AM,01/01/2016 12:48:16 AM,,,,Fire,01/01/2016 12:55:48 AM,500 Block of WISCONSIN ST,San Francisco,94107,B10,37,2521,3,3,3,true,Alarm,1,ENGINE,9,10,10,Potrero Hill,160010210-E09
160013436,E10,16000487,01/01/2016,01/01/2016,01/01/2016 08:19:21 PM,01/01/2016 08:19:54 PM,01/01/2016 08:20:33 PM,01/01/2016 08:21:36 PM,01/01/2016 08:24:02 PM,,,Code 2 Transport,01/01/2016 08:33:27 PM,100 Block of CLEMENT ST,San Francisco,94118,B07,31,7116,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Inner Richmond,160013436-E10
160011401,75,16000249,01/01/2016,01/01/2016,01/01/2016 08:53:26 AM,01/01/2016 08:54:38 AM,01/01/2016 08:54:57 AM,01/01/2016 08:55:02 AM,01/01/2016 09:09:03 AM,01/01/2016 09:53:30 AM,01/01/2016 10:32:27 AM,Code 2 Transport,01/01/2016 11:17:14 AM,500 Block of BAY ST,San Francisco,94133,B01,28,1425,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,North Beach,160011401-75
160012852,E08,16000429,01/01/2016,01/01/2016,01/01/2016 05:16:28 PM,01/01/2016 05:17:24 PM,01/01/2016 05:18:11 PM,01/01/2016 05:18:26 PM,01/01/2016 05:19:07 PM,,,Fire,01/01/2016 05:21:07 PM,4TH ST/KING ST,San Francisco,94107,B03,08,2224,3,3,3,true,Fire,1,ENGINE,1,3,6,Mission Bay,160012852-E08
160010459,MP32,16000091,01/01/2016,12/31/2015,01/01/2016 01:40:20 AM,01/01/2016 01:40:20 AM,01/01/2016 01:46:24 AM,01/01/2016 01:47:11 AM,01/01/2016 01:51:00 AM,,,Code 2 Transport,01/01/2016 02:17:55 AM,MISSION ST/STEUART ST,San Francisco,94105,B99,35,2131,2,3,3,false,Potentially Life-Threatening,1,SUPPORT,1,3,3,Financial District/South Beach,160010459-MP32
160010417,81,16000078,01/01/2016,12/31/2015,01/01/2016 01:32:31 AM,01/01/2016 01:32:31 AM,01/01/2016 01:51:04 AM,01/01/2016 01:51:16 AM,01/01/2016 02:00:38 AM,01/01/2016 02:11:27 AM,01/01/2016 02:32:05 AM,Code 2 Transport,01/01/2016 03:14:59 AM,FOLSOM ST/11TH ST,San Francisco,94103,B02,36,5114,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Mission,160010417-81
160013845,65,16000536,01/01/2016,01/01/2016,01/01/2016 10:40:07 PM,01/01/2016 10:41:39 PM,01/01/2016 10:41:53 PM,01/01/2016 10:42:01 PM,01/01/2016 10:48:44 PM,01/01/2016 11:12:11 PM,01/01/2016 11:32:03 PM,Code 2 Transport,01/01/2016 11:56:17 PM,100 Block of MARSTON AV,San Francisco,94112,B09,15,8226,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,7,West of Twin Peaks,160013845-65
160011043,E05,16000193,01/01/2016,12/31/2015,01/01/2016 04:52:31 AM,01/01/2016 04:53:45 AM,01/01/2016 04:54:09 AM,01/01/2016 04:56:20 AM,,,,Code 2 Transport,01/01/2016 04:58:27 AM,600 Block of POLK ST,San Francisco,94102,B02,03,3114,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,160011043-E05
160012262,RS1,16000359,01/01/2016,01/01/2016,01/01/2016 02:18:59 PM,01/01/2016 02:20:17 PM,01/01/2016 02:21:41 PM,01/01/2016 02:23:51 PM,,,,Fire,01/01/2016 02:32:26 PM,600 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,3,3,3,false,Fire,1,RESCUE SQUAD,15,7,1,Outer Richmond,160012262-RS1
160010797,RC3,16000156,01/01/2016,12/31/2015,01/01/2016 03:06:05 AM,01/01/2016 03:06:05 AM,01/01/2016 03:09:36 AM,01/01/2016 03:09:36 AM,01/01/2016 03:11:59 AM,,,Code 2 Transport,01/01/2016 03:49:25 AM,CASTRO ST/18TH ST,San Francisco,94114,B05,06,5416,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,5,8,Castro/Upper Market,160010797-RC3
160012562,E38,16000388,01/01/2016,01/01/2016,01/01/2016 03:50:13 PM,01/01/2016 03:51:29 PM,01/01/2016 03:53:07 PM,01/01/2016 03:53:54 PM,01/01/2016 03:56:32 PM,,,No Merit,01/01/2016 04:01:51 PM,1700 Block of OCTAVIA ST,San Francisco,94109,B04,38,3325,2,2,2,false,Potentially Life-Threatening,1,ENGINE,1,4,5,Pacific Heights,160012562-E38
160013070,AM20,16000450,01/01/2016,01/01/2016,01/01/2016 06:22:45 PM,01/01/2016 06:27:58 PM,01/01/2016 06:28:30 PM,01/01/2016 06:29:02 PM,,,,Cancelled,01/01/2016 06:34:00 PM,MINNESOTA ST/20TH ST,San Francisco,94107,B10,37,2471,2,2,2,false,Non Life-threatening,1,PRIVATE,1,10,10,Potrero Hill,160013070-AM20
160011204,85,16000219,01/01/2016,12/31/2015,01/01/2016 06:38:12 AM,01/01/2016 06:40:22 AM,01/01/2016 06:41:31 AM,01/01/2016 06:41:39 AM,01/01/2016 06:48:26 AM,01/01/2016 07:05:09 AM,01/01/2016 07:12:04 AM,Code 2 Transport,01/01/2016 07:49:30 AM,GEARY BL/FILLMORE ST,San Francisco,94115,B04,05,3541,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,5,Western Addition,160011204-85
160013675,58,16000514,01/01/2016,01/01/2016,01/01/2016 09:44:15 PM,01/01/2016 09:46:05 PM,01/01/2016 09:46:45 PM,01/01/2016 09:47:07 PM,01/01/2016 09:48:11 PM,01/01/2016 10:03:55 PM,01/01/2016 10:13:17 PM,Code 2 Transport,01/01/2016 11:01:04 PM,200 Block of TERRY A FRANCOIS BLVD,San Francisco,94158,B03,04,0948,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Mission Bay,160013675-58
160010528,T02,16000105,01/01/2016,12/31/2015,01/01/2016 01:58:19 AM,01/01/2016 01:58:19 AM,01/01/2016 01:58:24 AM,01/01/2016 02:00:08 AM,,,,Cancelled,01/01/2016 02:02:17 AM,POWELL ST/CALIFORNIA ST,San Francisco,94108,B01,02,1356,3,3,3,false,Alarm,1,TRUCK,2,1,3,Nob Hill,160010528-T02
160010909,AM20,16000174,01/01/2016,12/31/2015,01/01/2016 03:45:00 AM,01/01/2016 03:45:00 AM,01/01/2016 03:45:39 AM,01/01/2016 03:47:45 AM,01/01/2016 04:01:00 AM,,,SFPD,01/01/2016 04:01:04 AM,0 Block of 4TH ST,San Francisco,94103,B03,01,2212,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,160010909-AM20
160011378,AM04,16000245,01/01/2016,01/01/2016,01/01/2016 08:34:47 AM,01/01/2016 08:38:13 AM,01/01/2016 08:38:57 AM,01/01/2016 08:39:25 AM,01/01/2016 08:46:56 AM,01/01/2016 08:54:57 AM,01/01/2016 09:09:21 AM,Code 2 Transport,01/01/2016 09:32:01 AM,500 Block of NATOMA ST,San Francisco,94103,B03,01,2314,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,160011378-AM04
160011000,61,16000186,01/01/2016,12/31/2015,01/01/2016 04:31:04 AM,01/01/2016 04:31:04 AM,01/01/2016 04:50:14 AM,01/01/2016 04:51:07 AM,01/01/2016 04:56:56 AM,01/01/2016 05:12:19 AM,01/01/2016 05:30:07 AM,Code 2 Transport,01/01/2016 06:17:51 AM,STOCKTON ST/POST ST,San Francisco,94108,B01,01,1316,2,2,2,true,Non Life-threatening,1,MEDIC,3,1,3,Financial District/South Beach,160011000-61
160013445,72,16000490,01/01/2016,01/01/2016,01/01/2016 08:23:38 PM,01/01/2016 08:23:38 PM,01/01/2016 08:24:13 PM,01/01/2016 08:24:24 PM,01/01/2016 08:30:12 PM,01/01/2016 08:42:22 PM,01/01/2016 08:46:18 PM,Code 2 Transport,01/01/2016 09:15:04 PM,3900 Block of 17TH ST,San Francisco,94114,B05,06,5417,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,8,Castro/Upper Market,160013445-72
160010568,T16,16000118,01/01/2016,12/31/2015,01/01/2016 02:11:58 AM,01/01/2016 02:11:58 AM,01/01/2016 02:11:58 AM,01/01/2016 02:11:58 AM,01/01/2016 02:11:58 AM,,,SFPD,01/01/2016 02:14:20 AM,UNION ST/FILLMORE ST,San Francisco,94123,B04,16,3552,2,2,2,false,Non Life-threatening,1,TRUCK,1,4,2,Marina,160010568-T16
160012913,E03,16000437,01/01/2016,01/01/2016,01/01/2016 05:32:23 PM,01/01/2016 05:36:58 PM,01/01/2016 05:37:17 PM,01/01/2016 05:38:28 PM,01/01/2016 05:39:40 PM,,,Code 2 Transport,01/01/2016 06:12:05 PM,900 Block of LARKIN ST,San Francisco,94109,B04,03,1641,3,3,3,true,Non Life-threatening,1,ENGINE,1,4,6,Tenderloin,160012913-E03
160012540,B08,16000384,01/01/2016,01/01/2016,01/01/2016 03:43:46 PM,01/01/2016 03:45:17 PM,01/01/2016 03:45:40 PM,01/01/2016 03:48:36 PM,,,,Fire,01/01/2016 04:03:29 PM,3200 Block of 20TH AVE,San Francisco,94132,B08,19,8861,3,3,3,false,Alarm,1,CHIEF,3,8,7,Lakeshore,160012540-B08
160012223,E20,16000354,01/01/2016,01/01/2016,01/01/2016 02:10:04 PM,01/01/2016 02:10:30 PM,01/01/2016 02:10:43 PM,01/01/2016 02:12:16 PM,01/01/2016 02:13:54 PM,,,Patient Declined Transport,01/01/2016 02:30:18 PM,0 Block of CLAIRVIEW CT,San Francisco,94131,B08,20,5362,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Twin Peaks,160012223-E20
160010474,88,16000095,01/01/2016,12/31/2015,01/01/2016 01:41:37 AM,01/01/2016 01:43:10 AM,01/01/2016 01:59:56 AM,01/01/2016 02:00:08 AM,01/01/2016 02:09:33 AM,01/01/2016 02:21:37 AM,01/01/2016 02:32:40 AM,Code 2 Transport,01/01/2016 03:14:34 AM,600 Block of CASTRO ST,San Francisco,94114,B06,06,5437,2,2,2,true,Non Life-threatening,1,MEDIC,3,6,8,Castro/Upper Market,160010474-88
160011724,RS1,16000304,01/01/2016,01/01/2016,01/01/2016 11:14:53 AM,01/01/2016 11:16:50 AM,01/01/2016 11:19:56 AM,01/01/2016 11:21:21 AM,,,,Fire,01/01/2016 11:29:33 AM,3400 Block of GEARY BLVD,San Francisco,94118,B07,10,4453,3,3,3,false,Alarm,1,RESCUE SQUAD,10,7,1,Lone Mountain/USF,160011724-RS1
160012436,E08,16000376,01/01/2016,01/01/2016,01/01/2016 03:13:08 PM,01/01/2016 03:14:49 PM,01/01/2016 03:35:04 PM,01/01/2016 03:36:09 PM,01/01/2016 03:39:07 PM,,,Other,01/01/2016 03:40:06 PM,FOLSOM ST/6TH ST,San Francisco,94107,B03,01,2253,2,3,3,true,Non Life-threatening,1,ENGINE,2,3,6,South of Market,160012436-E08
160011772,T19,16000314,01/01/2016,01/01/2016,01/01/2016 11:36:44 AM,01/01/2016 11:39:14 AM,01/01/2016 11:39:24 AM,01/01/2016 11:41:00 AM,01/01/2016 11:44:44 AM,,,Fire,01/01/2016 11:51:34 AM,0 Block of JOSEPHA AVE,San Francisco,94132,B08,19,8481,3,3,3,false,Fire,1,TRUCK,2,8,7,Lakeshore,160011772-T19
160011215,63,16000222,01/01/2016,12/31/2015,01/01/2016 06:46:31 AM,01/01/2016 06:49:18 AM,01/01/2016 06:53:46 AM,01/01/2016 06:53:46 AM,01/01/2016 07:03:02 AM,01/01/2016 07:17:11 AM,01/01/2016 07:38:07 AM,Code 2 Transport,01/01/2016 08:06:29 AM,1200 Block of MARKET ST,San Francisco,94103,B02,01,2317,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,160011215-63
160011296,67,16000235,01/01/2016,12/31/2015,01/01/2016 07:43:49 AM,01/01/2016 07:44:25 AM,01/01/2016 07:44:44 AM,01/01/2016 07:44:59 AM,01/01/2016 08:02:27 AM,01/01/2016 08:10:43 AM,01/01/2016 08:42:35 AM,Code 2 Transport,01/01/2016 09:20:08 AM,0 Block of FOREST SIDE AVE,San Francisco,94127,B08,39,8616,2,2,2,true,Non Life-threatening,1,MEDIC,2,8,7,West of Twin Peaks,160011296-67
160010683,85,16000137,01/01/2016,12/31/2015,01/01/2016 02:35:48 AM,01/01/2016 02:36:45 AM,01/01/2016 02:46:32 AM,01/01/2016 02:46:44 AM,01/01/2016 02:52:46 AM,01/01/2016 03:04:55 AM,01/01/2016 03:12:12 AM,Code 2 Transport,01/01/2016 03:32:09 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,160010683-85
160010554,RC1,16000114,01/01/2016,12/31/2015,01/01/2016 02:05:17 AM,01/01/2016 02:07:02 AM,01/01/2016 02:39:46 AM,01/01/2016 02:39:46 AM,,,,Code 2 Transport,01/01/2016 02:40:15 AM,400 Block of STEVENSON ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,3,6,South of Market,160010554-RC1
