standardCode,startPortionTopElevation,networkType,endPortionBuriedDepth,endPortionTopElevation,tubulationID,crossSection,NAME,startPortionBuriedDepth,locationRoad,startPointID,material,elementType,tubulationLength,endPointID
162201,6.39,YS,2.07,6.38,YS4584380013,400 mm?,YS4584380013,1.68,滨江滨海路,YS4584380003,钢，碳钢,雨水管-PVC管,25.11,YS4584380004
162201,6.34,YS,0.0,0.0,YS4584380015,500 mm?,YS4584380015,2.1,滨江滨海路,YS4584380004,钢，碳钢,雨水管-PVC管,41.91,YS4584380008
162201,5.01,YS,3.15,4.92,YS4584380007,800 mm?,YS4584380007,3.17,滨江滨海路,YS4584380005,钢，碳钢,雨水管-PVC管,33.72,YS4584380006
162201,4.93,YS,3.18,4.85,YS4584380005,800 mm?,YS4584380005,3.14,滨江滨海路,YS4584380006,钢，碳钢,雨水管-PVC管,33.95,YS4584380007
162201,4.83,YS,0.0,0.0,YS4584380003,800 mm?,YS4584380003,3.2,滨江滨海路,YS4584380007,钢，碳钢,雨水管-PVC管,20.83,YS4584380008
162201,0.0,YS,0.85,7.43,YS4584380001,800 mm?,YS4584380001,0.0,滨江滨海路,YS4584380008,钢，碳钢,雨水管-PVC管,13.35,YS4584380013
162201,7.67,YS,0.62,7.56,YS4584380008,200 mm?,YS4584380008,0.6,滨江滨海路,YS4584380009,钢，碳钢,雨水管-PVC管,3.41,YS4584380005
162201,7.66,YS,0.65,7.42,YS4584380006,200 mm?,YS4584380006,0.52,滨江滨海路,YS4584380010,钢，碳钢,雨水管-PVC管,3.66,YS4584380006
162201,7.61,YS,0.71,7.32,YS4584380004,200 mm?,YS4584380004,0.5,滨江滨海路,YS4584380011,钢，碳钢,雨水管-PVC管,3.75,YS4584380007
162201,7.52,YS,0.0,0.0,YS4584380002,500 mm?,YS4584380002,0.52,滨江滨海路,YS4584380012,钢，碳钢,雨水管-PVC管,3.5,YS4584380008
162201,7.39,YS,1.31,7.31,YS4584380011,200 mm?,YS4584380011,0.81,滨江滨海路,YS4584380014,钢，碳钢,雨水管-PVC管,2.54,YS4584380002
162201,7.33,YS,1.21,7.24,YS4584380014,200 mm?,YS4584380014,0.7,滨江滨海路,YS4584380015,钢，碳钢,雨水管-PVC管,2.61,YS4584380004
162201,7.54,YS,1.16,7.51,YS4584380009,200 mm?,YS4584380009,0.72,滨江滨海路,YS4584380016,钢，碳钢,雨水管-PVC管,2.4,YS4584380001
162201,7.04,YS,0.67,7.04,YS4594370003,200 mm?,YS4594370003,0.5,滨江滨海路,YS4594370001,钢，碳钢,雨水管-PVC管,8.58,YS4594370011
162201,6.88,YS,0.88,6.81,YS4594370001,200 mm?,YS4594370001,0.71,滨江滨海路,YS4594370002,钢，碳钢,雨水管-PVC管,8.52,YS4594370012
162201,5.02,YS,3.18,5,YS4584370001,800 mm?,YS4584370001,3.18,滨江滨海路,YS4594370003,钢，碳钢,雨水管-PVC管,24.75,YS4584380005
162201,5.31,YS,2.4,5.03,YS4594370008,800 mm?,YS4594370008,2.38,滨江滨海路,YS4594370004,钢，碳钢,雨水管-PVC管,59.53,YS4594370007
162201,6.5,YS,1.1,6.44,YS4594370005,400 mm?,YS4594370005,1.03,滨江滨海路,YS4594370005,钢，碳钢,雨水管-PVC管,31.35,YS4594370006
162201,6.44,YS,1.5,6.21,YS4594370006,400 mm?,YS4594370006,1.1,滨江滨海路,YS4594370006,钢，碳钢,雨水管-PVC管,24.96,YS4594370011
162201,5.03,YS,0.0,5.34,YS4594370009,800 mm?,YS4594370009,2.4,滨江滨海路,YS4594370007,钢，碳钢,雨水管-PVC管,23.98,YS4594370008
162201,7.07,YS,0.72,6.97,YS4594370011,200 mm?,YS4594370011,0.6,滨江滨海路,YS4594370009,钢，碳钢,雨水管-PVC管,3.93,YS4594370004
162201,7.01,YS,0.78,6.91,YS4594370010,200 mm?,YS4594370010,0.62,滨江滨海路,YS4594370010,钢，碳钢,雨水管-PVC管,1.85,YS4594370004
162201,6.19,YS,1.7,5.99,YS4594370002,500 mm?,YS4594370002,1.52,滨江滨海路,YS4594370011,钢，碳钢,雨水管-PVC管,33.39,YS4594370012
162201,5.97,YS,2.04,5.97,YS4604370026,500 mm?,YS4604370026,1.72,滨江滨海路,YS4594370012,钢，碳钢,雨水管-PVC管,25.18,YS4604370045
162201,6.74,YS,2.08,6.59,YS4594380001,400 mm?,YS4594380001,1.1,滨江滨海路,YS4594380001,钢，碳钢,雨水管-PVC管,29.29,YS4584380001
162201,6.99,YS,1.32,6.69,YS4604370015,200 mm?,YS4604370015,0.55,滨江滨海路,YS4604370001,钢，碳钢,雨水管-PVC管,8.46,YS4604370045
162201,6.99,YS,0.63,6.9,YS4604370013,200 mm?,YS4604370013,0.48,滨江滨海路,YS4604370002,钢，碳钢,雨水管-PVC管,8.1,YS4604370046
162201,6.92,YS,0.64,6.89,YS4604370014,200 mm?,YS4604370014,0.54,滨江滨海路,YS4604370003,钢，碳钢,雨水管-PVC管,5.34,YS4604370046
162201,7.06,YS,1.38,6.6,YS4604370011,200 mm?,YS4604370011,0.51,滨江滨海路,YS4604370004,钢，碳钢,雨水管-PVC管,8.7,YS4604370047
162201,6.76,YS,1.27,6.71,YS4604370012,200 mm?,YS4604370012,0.84,滨江滨海路,YS4604370005,钢，碳钢,雨水管-PVC管,2.31,YS4604370047
162201,7.02,YS,1.28,6.8,YS4604370010,200 mm?,YS4604370010,0.61,滨江滨海路,YS4604370006,钢，碳钢,雨水管-PVC管,8.49,YS4604370048
162201,6.9,YS,1.25,6.83,YS4604370009,200 mm?,YS4604370009,0.72,滨江滨海路,YS4604370007,钢，碳钢,雨水管-PVC管,2.51,YS4604370048
162201,6.9,YS,1.23,6.91,YS4604370007,200 mm?,YS4604370007,0.78,滨江滨海路,YS4604370008,钢，碳钢,雨水管-PVC管,8.56,YS4604370049
162201,6.95,YS,1.24,6.9,YS4604370008,200 mm?,YS4604370008,0.75,滨江滨海路,YS4604370009,钢，碳钢,雨水管-PVC管,2.49,YS4604370049
162201,7.16,YS,1.28,6.97,YS4604370006,200 mm?,YS4604370006,0.62,滨江滨海路,YS4604370010,钢，碳钢,雨水管-PVC管,8.81,YS4604370050
162201,7.18,YS,1.33,6.92,YS4604370005,200 mm?,YS4604370005,0.67,滨江滨海路,YS4604370011,钢，碳钢,雨水管-PVC管,2.17,YS4604370050
162201,7.16,YS,1.21,7.06,YS4604370004,200 mm?,YS4604370004,0.7,滨江滨海路,YS4604370012,钢，碳钢,雨水管-PVC管,2.37,YS4604370051
162201,7.12,YS,1.2,7.07,YS4604370003,200 mm?,YS4604370003,0.71,滨江滨海路,YS4604370013,钢，碳钢,雨水管-PVC管,8.61,YS4604370051
162201,7.23,YS,1.21,7.17,YS4604370002,200 mm?,YS4604370002,0.68,滨江滨海路,YS4604370014,钢，碳钢,雨水管-PVC管,8.35,YS4604370052
162201,7.2,YS,1.17,7.21,YS4604370001,200 mm?,YS4604370001,0.73,滨江滨海路,YS4604370015,钢，碳钢,雨水管-PVC管,2.67,YS4604370052
162201,7.23,YS,0.83,7.14,YS4604370017,200 mm?,YS4604370017,0.67,滨江滨海路,YS4604370016,钢，碳钢,雨水管-PVC管,2.01,YS4604370053
162201,7.29,YS,0.88,7.09,YS4604370016,200 mm?,YS4604370016,0.64,滨江滨海路,YS4604370017,钢，碳钢,雨水管-PVC管,8.48,YS4604370053
162201,5.47,YS,2.2,5.41,YS4604370035,800 mm?,YS4604370035,2.1,滨江滨海路,YS4604370018,钢，碳钢,雨水管-PVC管,33.97,YS4604370019
162201,5.39,YS,2.36,5.33,YS4594370007,800 mm?,YS4594370007,2.22,滨江滨海路,YS4604370019,钢，碳钢,雨水管-PVC管,25.53,YS4594370004
162201,6.45,YS,1.55,6.39,YS4604370028,400 mm?,YS4604370028,1.56,滨江滨海路,YS4604370020,钢，碳钢,雨水管-PVC管,32.29,YS4604370021
162201,6.39,YS,1.54,6.36,YS4604370029,400 mm?,YS4604370029,1.55,滨江滨海路,YS4604370021,钢，碳钢,雨水管-PVC管,33.24,YS4604370022
162201,6.38,YS,1.57,6.23,YS4604370030,400 mm?,YS4604370030,1.52,滨江滨海路,YS4604370022,钢，碳钢,雨水管-PVC管,24.55,YS4604370023
162201,6.23,YS,1.58,6.11,YS4604370031,400 mm?,YS4604370031,1.57,滨江滨海路,YS4604370023,钢，碳钢,雨水管-PVC管,33.14,YS4604370024
162201,6.11,YS,1.5,6.14,YS4604370032,400 mm?,YS4604370032,1.58,滨江滨海路,YS4604370024,钢，碳钢,雨水管-PVC管,33.11,YS4604370025
162201,6.08,YS,1.72,5.88,YS4604370033,500 mm?,YS4604370033,1.56,滨江滨海路,YS4604370025,钢，碳钢,雨水管-PVC管,25.04,YS4604370026
162201,5.85,YS,2,5.57,YS4604370034,500 mm?,YS4604370034,1.75,滨江滨海路,YS4604370026,钢，碳钢,雨水管-PVC管,31.56,YS4604370018
162201,6.95,YS,0.77,6.8,YS4604370039,200 mm?,YS4604370039,0.63,滨江滨海路,YS4604370027,钢，碳钢,雨水管-PVC管,4.02,YS4604370018
162201,6.87,YS,0.73,6.84,YS4604370038,200 mm?,YS4604370038,0.62,滨江滨海路,YS4604370028,钢，碳钢,雨水管-PVC管,3.76,YS4604370018
162201,6.99,YS,0.75,6.86,YS4604370037,200 mm?,YS4604370037,0.62,滨江滨海路,YS4604370029,钢，碳钢,雨水管-PVC管,3.94,YS4604370019
162201,6.91,YS,0.78,6.83,YS4604370036,200 mm?,YS4604370036,0.63,滨江滨海路,YS4604370030,钢，碳钢,雨水管-PVC管,1.85,YS4604370019
162201,7.28,YS,0.78,7.23,YS4604370053,200 mm?,YS4604370053,0.7,滨江滨海路,YS4604370031,钢，碳钢,雨水管-PVC管,3.74,YS4604370020
162201,7.28,YS,0.76,7.25,YS4604370052,200 mm?,YS4604370052,0.66,滨江滨海路,YS4604370032,钢，碳钢,雨水管-PVC管,2.16,YS4604370020
162201,7.16,YS,0.88,7.06,YS4604370051,200 mm?,YS4604370051,0.78,滨江滨海路,YS4604370033,钢，碳钢,雨水管-PVC管,3.5,YS4604370021
162201,7.09,YS,0.86,7.08,YS4604370050,200 mm?,YS4604370050,0.78,滨江滨海路,YS4604370034,钢，碳钢,雨水管-PVC管,2.27,YS4604370021
162201,7.15,YS,0.81,7.09,YS4604370049,200 mm?,YS4604370049,0.73,滨江滨海路,YS4604370035,钢，碳钢,雨水管-PVC管,3.58,YS4604370022
162201,7.17,YS,0.8,7.1,YS4604370048,200 mm?,YS4604370048,0.68,滨江滨海路,YS4604370036,钢，碳钢,雨水管-PVC管,2.11,YS4604370022
162201,7.2,YS,0.64,7.16,YS4604370047,200 mm?,YS4604370047,0.58,滨江滨海路,YS4604370037,钢，碳钢,雨水管-PVC管,3.88,YS4604370023
162201,7.12,YS,0.65,7.15,YS4604370046,200 mm?,YS4604370046,0.57,滨江滨海路,YS4604370038,钢，碳钢,雨水管-PVC管,2,YS4604370023
162201,6.94,YS,0.85,6.84,YS4604370045,200 mm?,YS4604370045,0.77,滨江滨海路,YS4604370039,钢，碳钢,雨水管-PVC管,3.75,YS4604370024
162201,6.84,YS,0.83,6.86,YS4604370044,200 mm?,YS4604370044,0.76,滨江滨海路,YS4604370040,钢，碳钢,雨水管-PVC管,2.29,YS4604370024
162201,6.88,YS,0.84,6.8,YS4604370042,200 mm?,YS4604370042,0.76,滨江滨海路,YS4604370041,钢，碳钢,雨水管-PVC管,3.79,YS4604370025
162201,6.91,YS,0.73,6.91,YS4604370043,200 mm?,YS4604370043,0.64,滨江滨海路,YS4604370042,钢，碳钢,雨水管-PVC管,1.97,YS4604370025
162201,6.95,YS,0.74,6.86,YS4604370041,200 mm?,YS4604370041,0.63,滨江滨海路,YS4604370043,钢，碳钢,雨水管-PVC管,3.76,YS4604370026
162201,6.86,YS,0.73,6.87,YS4604370040,200 mm?,YS4604370040,0.62,滨江滨海路,YS4604370044,钢，碳钢,雨水管-PVC管,4.16,YS4604370026
162201,5.97,YS,2.08,5.45,YS4604370025,500 mm?,YS4604370025,2.04,滨江滨海路,YS4604370045,钢，碳钢,雨水管-PVC管,32,YS4604370046
162201,5.76,YS,2.06,5.51,YS4604370027,500 mm?,YS4604370027,1.77,滨江滨海路,YS4604370046,钢，碳钢,雨水管-PVC管,43.67,YS4604370018
162201,5.92,YS,1.68,5.85,YS4604370024,500 mm?,YS4604370024,2.06,滨江滨海路,YS4604370047,钢，碳钢,雨水管-PVC管,33.54,YS4604370046
162201,6.08,YS,2.05,5.93,YS4604370023,500 mm?,YS4604370023,2,滨江滨海路,YS4604370048,钢，碳钢,雨水管-PVC管,25.08,YS4604370047
162201,6.16,YS,1.92,6.16,YS4604370022,400 mm?,YS4604370022,1.98,滨江滨海路,YS4604370049,钢，碳钢,雨水管-PVC管,30.79,YS4604370048
162201,6.26,YS,1.96,6.18,YS4604370021,400 mm?,YS4604370021,1.99,滨江滨海路,YS4604370050,钢，碳钢,雨水管-PVC管,33.4,YS4604370049
162201,6.35,YS,1.98,6.27,YS4604370020,400 mm?,YS4604370020,1.92,滨江滨海路,YS4604370051,钢，碳钢,雨水管-PVC管,25.16,YS4604370050
162201,6.38,YS,1.94,6.33,YS4604370019,400 mm?,YS4604370019,2,滨江滨海路,YS4604370052,钢，碳钢,雨水管-PVC管,25.22,YS4604370051
162201,6.45,YS,2,6.38,YS4604370018,400 mm?,YS4604370018,1.52,滨江滨海路,YS4604370053,钢，碳钢,雨水管-PVC管,33.26,YS4604370052
162201,6.99,YS,1.74,6.95,YS4614360004,200 mm?,YS4614360004,0.84,滨江滨海路,YS4614360001,钢，碳钢,雨水管-PVC管,17.23,YS4614370017
162201,6.96,YS,1.59,6.86,YS4614360003,200 mm?,YS4614360003,0.75,滨江滨海路,YS4614360002,钢，碳钢,雨水管-PVC管,17.01,YS4614360005
162201,6.64,YS,1.51,6.73,YS4614360002,200 mm?,YS4614360002,0.86,滨江滨海路,YS4614360003,钢，碳钢,雨水管-PVC管,16.69,YS4614360006
162201,6.36,YS,1.55,6.36,YS4614360001,200 mm?,YS4614360001,0.78,滨江滨海路,YS4614360004,钢，碳钢,雨水管-PVC管,16.88,YS4624360009
162201,5.7,YS,2.8,5.44,YS4614360006,500 mm?,YS4614360006,2.74,滨江滨海路,YS4614360005,钢，碳钢,雨水管-PVC管,30.44,YS4614360006
162201,5.42,YS,3.03,4.89,YS4614360005,500 mm?,YS4614360005,2.82,滨江滨海路,YS4614360006,钢，碳钢,雨水管-PVC管,33.28,YS4624360009
162201,6.34,YS,1.6,6.08,YS4614360008,400 mm?,YS4614360008,1.5,滨江滨海路,YS4614360007,钢，碳钢,雨水管-PVC管,29.77,YS4614360008
162201,6.06,YS,1.45,6.05,YS4614360009,400 mm?,YS4614360009,1.62,滨江滨海路,YS4614360008,钢，碳钢,雨水管-PVC管,27.85,YS4614360009
162201,6.03,YS,1.52,5.83,YS4614360010,400 mm?,YS4614360010,1.46,滨江滨海路,YS4614360009,钢，碳钢,雨水管-PVC管,28.1,YS4614360010
162201,5.83,YS,1.45,5.87,YS4614360011,500 mm?,YS4614360011,1.52,滨江滨海路,YS4614360010,钢，碳钢,雨水管-PVC管,28.8,YS4614360011
162201,5.88,YS,1.38,5.66,YS4614360012,500 mm?,YS4614360012,1.44,滨江滨海路,YS4614360011,钢，碳钢,雨水管-PVC管,27.19,YS4614360012
162201,5.64,YS,1.47,5.11,YS4614360013,500 mm?,YS4614360013,1.4,滨江滨海路,YS4614360012,钢，碳钢,雨水管-PVC管,28.95,YS4614360013
162201,5.14,YS,1.54,4.68,YS4614360014,500 mm?,YS4614360014,1.45,滨江滨海路,YS4614360013,钢，碳钢,雨水管-PVC管,27.34,YS4614360014
162201,4.67,YS,1.6,4.14,YS4624360020,500 mm?,YS4624360020,1.55,滨江滨海路,YS4614360014,钢，碳钢,雨水管-PVC管,28.07,YS4624360011
162201,5.55,YS,0.82,5.4,YS4614360016,200 mm?,YS4614360016,0.66,滨江滨海路,YS4614360015,钢，碳钢,雨水管-PVC管,2.9,YS4614360014
162201,5.58,YS,0.8,5.42,YS4614360015,200 mm?,YS4614360015,0.62,滨江滨海路,YS4614360016,钢，碳钢,雨水管-PVC管,3.22,YS4614360014
162201,6.42,YS,0.65,6.39,YS4614360020,200 mm?,YS4614360020,0.6,滨江滨海路,YS4614360017,钢，碳钢,雨水管-PVC管,2.51,YS4614360012
162201,6.55,YS,0.6,6.44,YS4614360019,200 mm?,YS4614360019,0.47,滨江滨海路,YS4614360018,钢，碳钢,雨水管-PVC管,3.89,YS4614360012
162201,6.12,YS,0.68,5.91,YS4614360018,200 mm?,YS4614360018,0.52,滨江滨海路,YS4614360019,钢，碳钢,雨水管-PVC管,2.25,YS4614360013
162201,6.05,YS,0.65,5.93,YS4614360017,200 mm?,YS4614360017,0.53,滨江滨海路,YS4614360020,钢，碳钢,雨水管-PVC管,3.7,YS4614360013
162201,6.72,YS,0.73,6.62,YS4614360024,200 mm?,YS4614360024,0.63,滨江滨海路,YS4614360021,钢，碳钢,雨水管-PVC管,2.21,YS4614360010
162201,6.74,YS,0.74,6.61,YS4614360023,200 mm?,YS4614360023,0.61,滨江滨海路,YS4614360022,钢，碳钢,雨水管-PVC管,4.07,YS4614360010
162201,6.68,YS,0.71,6.61,YS4614360022,200 mm?,YS4614360022,0.57,滨江滨海路,YS4614360023,钢，碳钢,雨水管-PVC管,2.05,YS4614360011
162201,6.71,YS,0.68,6.64,YS4614360021,200 mm?,YS4614360021,0.53,滨江滨海路,YS4614360024,钢，碳钢,雨水管-PVC管,3.75,YS4614360011
162201,6.9,YS,0.75,6.74,YS4614360026,200 mm?,YS4614360026,0.58,滨江滨海路,YS4614360025,钢，碳钢,雨水管-PVC管,2.16,YS4614360009
162201,6.82,YS,0.7,6.8,YS4614360025,200 mm?,YS4614360025,0.61,滨江滨海路,YS4614360026,钢，碳钢,雨水管-PVC管,3.81,YS4614360009
162201,7.17,YS,0.7,7.14,YS4614360030,200 mm?,YS4614360030,0.61,滨江滨海路,YS4614360027,钢，碳钢,雨水管-PVC管,2.42,YS4614360007
162201,7.22,YS,0.72,7.12,YS4614360029,200 mm?,YS4614360029,0.59,滨江滨海路,YS4614360028,钢，碳钢,雨水管-PVC管,3.63,YS4614360007
162201,7.15,YS,0.61,7.07,YS4614360028,200 mm?,YS4614360028,0.53,滨江滨海路,YS4614360029,钢，碳钢,雨水管-PVC管,3.13,YS4614360008
162201,7.11,YS,0.6,7.08,YS4614360027,200 mm?,YS4614360027,0.52,滨江滨海路,YS4614360030,钢，碳钢,雨水管-PVC管,3.48,YS4614360008
162201,7.22,YS,0.93,7.07,YS4614370008,200 mm?,YS4614370008,0.76,滨江滨海路,YS4614370001,钢，碳钢,雨水管-PVC管,1.73,YS4614370024
162201,7.22,YS,0.87,7.14,YS4614370007,200 mm?,YS4614370007,0.62,滨江滨海路,YS4614370002,钢，碳钢,雨水管-PVC管,8.45,YS4614370024
162201,4.67,YS,0.6,7.87,YS4614370021,200 mm?,YS4614370021,0.67,滨江滨海路,YS4614370003,钢，碳钢,雨水管-PVC管,8.46,YS4614370025
162201,7.09,YS,0.49,7.98,YS4614370020,200 mm?,YS4614370020,1.04,滨江滨海路,YS4614370004,钢，碳钢,雨水管-PVC管,4.99,YS4614370025
162201,6.81,YS,0.67,4.67,YS4614370012,200 mm?,YS4614370012,0.76,滨江滨海路,YS4614370005,钢，碳钢,雨水管-PVC管,9.68,YS4614370003
162201,6.42,YS,1.8,6.75,YS4614370010,200 mm?,YS4614370010,0.71,滨江滨海路,YS4614370006,钢，碳钢,雨水管-PVC管,9.8,YS4614370015
162201,6.45,YS,2.21,6.44,YS4614370005,200 mm?,YS4614370005,0.64,滨江滨海路,YS4614370007,钢，碳钢,雨水管-PVC管,12.89,YS4614370016
162201,6.4,YS,2.74,5.95,YS4614370002,200 mm?,YS4614370002,0.62,滨江滨海路,YS4614370008,钢，碳钢,雨水管-PVC管,17.46,YS4614370017
162201,6.37,YS,2.74,5.95,YS4614370001,200 mm?,YS4614370001,0.6,滨江滨海路,YS4614370009,钢，碳钢,雨水管-PVC管,21.57,YS4614370017
162201,6.39,YS,0.62,6.4,YS4614370003,200 mm?,YS4614370003,0.75,滨江滨海路,YS4614370010,钢，碳钢,雨水管-PVC管,14.12,YS4614370008
162201,6.5,YS,0.64,6.45,YS4614370004,200 mm?,YS4614370004,0.68,滨江滨海路,YS4614370011,钢，碳钢,雨水管-PVC管,12.74,YS4614370007
162201,6.61,YS,0.71,6.42,YS4614370011,200 mm?,YS4614370011,0.71,滨江滨海路,YS4614370012,钢，碳钢,雨水管-PVC管,10.34,YS4614370006
162201,7.24,YS,1.75,6.8,YS4614370009,200 mm?,YS4614370009,0.82,滨江滨海路,YS4614370013,钢，碳钢,雨水管-PVC管,17.16,YS4614370015
162201,7.13,YS,1.85,6.8,YS4614370006,200 mm?,YS4614370006,0.84,滨江滨海路,YS4614370014,钢，碳钢,雨水管-PVC管,16.93,YS4614370016
162201,6.1,YS,2.6,6.05,YS4614370014,400 mm?,YS4614370014,2.45,滨江滨海路,YS4614370015,钢，碳钢,雨水管-PVC管,31.9,YS4614370016
162201,6.05,YS,2.8,5.89,YS4614370013,400 mm?,YS4614370013,2.6,滨江滨海路,YS4614370016,钢，碳钢,雨水管-PVC管,31.98,YS4614370017
162201,5.89,YS,2.72,5.72,YS4614360007,500 mm?,YS4614360007,2.8,滨江滨海路,YS4614370017,钢，碳钢,雨水管-PVC管,32.37,YS4614360005
162201,6.15,YS,1.5,6.34,YS4614370017,400 mm?,YS4614370017,1.8,滨江滨海路,YS4614370018,钢，碳钢,雨水管-PVC管,29.68,YS4614360007
162201,7.26,YS,0.81,7.14,YS4614370019,200 mm?,YS4614370019,0.66,滨江滨海路,YS4614370019,钢，碳钢,雨水管-PVC管,5.4,YS4614370018
162201,7.32,YS,0.8,7.15,YS4614370018,200 mm?,YS4614370018,0.67,滨江滨海路,YS4614370020,钢，碳钢,雨水管-PVC管,2.76,YS4614370018
162201,6.42,YS,1.78,6.17,YS4614370022,400 mm?,YS4614370022,1.62,滨江滨海路,YS4614370021,钢，碳钢,雨水管-PVC管,31.93,YS4614370018
162201,7.34,YS,0.76,7.28,YS4614370024,200 mm?,YS4614370024,0.7,滨江滨海路,YS4614370022,钢，碳钢,雨水管-PVC管,3.57,YS4614370021
162201,7.31,YS,0.75,7.29,YS4614370023,200 mm?,YS4614370023,0.67,滨江滨海路,YS4614370023,钢，碳钢,雨水管-PVC管,2.23,YS4614370021
162201,6.43,YS,2.11,6.36,YS4614370015,400 mm?,YS4614370015,1.57,滨江滨海路,YS4614370024,钢，碳钢,雨水管-PVC管,61.43,YS4614370025
162201,6.35,YS,2.4,6.15,YS4614370016,400 mm?,YS4614370016,2.12,滨江滨海路,YS4614370025,钢，碳钢,雨水管-PVC管,30.28,YS4614370015
161101,1.46,YS,1.86,1.42,YS4624360002,600 mmx700 mm,YS4624360002,0.7,滨江滨海路,YS4624350001,,雨水管-管沟,9.04,YS4624360002
161101,1.57,YS,0.7,1.46,YS4624350001,600 mmx700 mm,YS4624350001,0.7,滨江滨海路,YS4624350002,,雨水管-管沟,8.4,YS4624350001
162201,2.42,YS,2.56,2.37,YS4624350047,600 mm?,YS4624350047,2.48,滨江滨海路,YS4624350003,钢，碳钢,雨水管-砼,31.04,YS4624350009
162201,2.4,YS,2.45,2.35,YS4624350045,600 mm?,YS4624350045,2.3,滨江滨海路,YS4624350004,钢，碳钢,雨水管-砼,28.93,YS4624350005
162201,2.35,YS,2.48,2.42,YS4624350046,600 mm?,YS4624350046,2.45,滨江滨海路,YS4624350005,钢，碳钢,雨水管-砼,31.08,YS4624350003
162201,3.9,YS,1.1,3.7,YS4624350043,300 mm?,YS4624350043,0.9,滨江滨海路,YS4624350006,钢，碳钢,雨水管-PVC管,2.26,YS4624350005
162201,4.06,YS,0.9,3.9,YS4624350042,300 mm?,YS4624350042,0.5,滨江滨海路,YS4624350007,钢，碳钢,雨水管-PVC管,8.35,YS4624350006
162201,4.19,YS,0.9,4,YS4624350044,300 mm?,YS4624350044,0.7,滨江滨海路,YS4624350008,钢，碳钢,雨水管-PVC管,2.22,YS4624350003
162201,2.37,YS,0.8,4.18,YS4624350049,600 mm?,YS4624350049,2.56,滨江滨海路,YS4624350009,钢，碳钢,雨水管-砼,10.44,YS4624350011
162201,4.08,YS,1,3.93,YS4624350048,300 mm?,YS4624350048,0.8,滨江滨海路,YS4624350010,钢，碳钢,雨水管-PVC管,1.79,YS4624350009
162201,4.34,YS,0.8,4.18,YS4624350051,300 mm?,YS4624350051,0.6,滨江滨海路,YS4624350012,钢，碳钢,雨水管-PVC管,2.45,YS4624350011
161101,2.99,YS,0.7,2.83,YS4624350058,600 mmx700 mm,YS4624350058,0.7,滨江滨海路,YS4624350013,,雨水管-管沟,11.42,YS4624350066
161101,3.84,YS,0.6,3.64,YS4624350041,600 mmx600 mm,YS4624350041,0.6,滨江滨海路,YS4624350014,,雨水管-管沟,7.23,YS4624350016
162201,3.29,YS,0.84,2.58,YS4624350030,200 mm?,YS4624350030,0.82,滨江滨海路,YS4624350015,钢，碳钢,雨水管-PVC管,20.67,YS4624350020
161101,3.64,YS,0.6,3.43,YS4624350040,600 mmx600 mm,YS4624350040,0.6,滨江滨海路,YS4624350016,,雨水管-管沟,6.43,YS4624350017
161101,3.43,YS,0.6,2.99,YS4624350039,600 mmx600 mm,YS4624350039,0.6,滨江滨海路,YS4624350017,,雨水管-管沟,7.7,YS4624350018
161101,2.99,YS,0.6,2.91,YS4624350038,600 mmx600 mm,YS4624350038,0.6,滨江滨海路,YS4624350018,,雨水管-管沟,4.79,YS4624350019
161101,2.91,YS,0.6,2.81,YS4624350037,600 mmx600 mm,YS4624350037,0.6,滨江滨海路,YS4624350019,,雨水管-管沟,6.08,YS4624350021
162201,2.55,YS,1.8,2.41,YS4624350029,200 mm?,YS4624350029,0.87,滨江滨海路,YS4624350020,钢，碳钢,雨水管-PVC管,10.03,YS4624350057
161101,2.81,YS,0.6,2.88,YS4624350036,600 mmx600 mm,YS4624350036,0.6,滨江滨海路,YS4624350021,,雨水管-管沟,6.94,YS4624350022
161101,2.88,YS,0.6,2.51,YS4624350035,600 mmx600 mm,YS4624350035,0.6,滨江滨海路,YS4624350022,,雨水管-管沟,15.45,YS4624350024
162201,2.78,YS,0.63,2.47,YS4624350014,200 mm?,YS4624350014,0.3,滨江滨海路,YS4624350023,钢，碳钢,雨水管-PVC管,4.53,YS4624350069
161101,2.51,YS,0.6,2.56,YS4624350034,600 mmx600 mm,YS4624350034,0.6,滨江滨海路,YS4624350024,,雨水管-管沟,27.23,YS4624350026
162201,2.4,YS,0.65,2.32,YS4624350016,200 mm?,YS4624350016,0.46,滨江滨海路,YS4624350025,钢，碳钢,雨水管-PVC管,4.67,YS4624350068
161101,2.56,YS,0.7,2.49,YS4624350033,600 mmx600 mm,YS4624350033,0.6,滨江滨海路,YS4624350026,,雨水管-管沟,29.53,YS4624350028
162201,2.74,YS,0.84,2.4,YS4624350019,200 mm?,YS4624350019,0.4,滨江滨海路,YS4624350027,钢，碳钢,雨水管-PVC管,6.04,YS4624350033
161101,2.49,YS,0.75,2.38,YS4624350032,600 mmx600 mm,YS4624350032,0.7,滨江滨海路,YS4624350028,,雨水管-管沟,11.74,YS4624350029
161101,2.38,YS,0.9,2.36,YS4624350031,600 mmx600 mm,YS4624350031,0.75,滨江滨海路,YS4624350029,,雨水管-管沟,12.8,YS4624350030
162201,2.56,YS,1,2.52,YS4624350020,200 mm?,YS4624350020,0.84,滨江滨海路,YS4624350031,钢，碳钢,雨水管-PVC管,6.63,YS4624350032
